date,symbol,momentum_20,rank,selected_by_design_c,candidate_count,forward_return_1d,forward_return_3d,forward_return_5d,forward_return_10d,forward_return_20d
2023-05-15,GLOBAL,0.03333326608163234,3,True,6,-0.010752590610347501,0.016129115617740997,0.037634411689545955,0.0,-0.053763412456177107
2023-05-15,OSP,0.025210084033613356,4,True,6,0.008196721311475308,0.0,-0.008196721311475419,-0.049180327868852514,-0.008196721311475419
2023-05-15,COM7,0.009090909090909038,5,True,6,-0.018018018018018056,-0.009009009009009028,-0.018018018018018056,0.018018018018018056,0.03603603603603611
2023-05-15,HMPRO,0.00694447111936336,6,True,6,0.0,-0.02758618058829465,-0.020689668326542288,-0.02758618058829465,-0.02758618058829465
2023-05-18,KTB,0.08092494726125676,1,True,4,0.0,0.032085478590471395,0.032085478590471395,0.021390353059397293,0.02673796682355878
2023-05-18,GLOBAL,0.07386369222452127,2,True,4,0.0,0.01587298357928235,-0.0052910698784722765,-0.026455010308159776,-0.10052914089626741
2023-05-18,OSP,0.051724137931034475,3,True,4,-0.008196721311475419,-0.008196721311475419,-0.032786885245901676,-0.049180327868852514,0.0
2023-05-18,MTC,0.04729729729729737,4,True,4,0.006451612903225712,0.02580645161290329,0.03870967741935494,0.05161290322580636,0.019354838709677358
2023-05-23,GLOBAL,0.1228070219272197,1,True,6,-0.020833365784752034,-0.04687501738468858,-0.036458334492312616,-0.12499997218449821,-0.11458334492312572
2023-05-23,MTC,0.10416666666666674,2,True,6,0.0062893081761006275,0.02515723270440251,0.03144654088050314,0.018867924528301883,-0.02515723270440251
2023-05-23,KTB,0.1028570992606026,3,True,6,-0.0051812682939942345,-0.010362635414346344,-0.0051812682939942345,-0.010362635414346344,0.01554410136105644
2023-05-23,OSP,0.09009009009009006,4,True,6,-0.016528925619834656,-0.03305785123966942,-0.06611570247933884,-0.008264462809917328,-0.008264462809917328
2023-05-23,HMPRO,0.05185183772334345,5,True,6,0.0,-0.01408449379940424,-0.01408449379940424,-0.05633804235778128,-0.01408449379940424
2023-05-23,IVL,0.03076923076923066,6,True,6,0.0,-0.03731343283582089,-0.02985074626865669,-0.02985074626865669,0.029850746268656803
2023-05-26,MTC,0.181159420289855,1,True,4,-0.012269938650306789,0.012269938650306678,0.012269938650306678,0.024539877300613577,-0.08588957055214719
